세곡천(세곡5교),서울특별시 강남구 세곡동526-2 (공중화장실),37.50397,127.04291,화장실
대치노인복지센터,서울특별시 강남구 역삼로69길 22 (공중화장실),37.50326,127.03538,화장실
강남시니어플라자 공중화장실,서울특별시 강남구 봉은사로 332 (공중화장실),37.49976,127.07866,화장실
역삼노인복지센터,서울특별시 강남구 도곡로27길 27 (공중화장실),37.5088,127.06645,화장실
한국마사회 선릉지사,서울특별시 강남구 테헤란로 416 (공중화장실),37.51797,127.04706,화장실
에스알,서울특별시 강남구 광평로 281 (공중화장실),37.51591,127.05214,화장실
한국부동산원,서울특별시 강남구 언주로79길13 (공중화장실),37.49389,127.06427,화장실
한국토지주택공사,서울특별시 강남구 선릉로121길12 (공중화장실),37.51632,127.04232,화장실
공무원연금관리공단,서울특별시 강남구 언주로 508 (공중화장실),37.47882,127.05166,화장실
한국콘텐츠진흥원,서울특별시 강남구 논현로 525 (공중화장실),37.48338,127.08648,화장실
한국가스안전공사,서울특별시 강남구 남부순환로 3183 (공중화장실),37.4889,127.10499,화장실
한국에너지기술평가원,서울특별시 강남구 테헤란로 114길14 (공중화장실),37.50937,127.0671,화장실
강남구청,서울특별시 강남구 학동로 426 (공중화장실),37.50832,127.04102,화장실
삼성로별관,서울특별시 강남구 삼성로 628 (공중화장실),37.51387,127.02932,화장실
강남구민회관,서울특별시 강남구 삼성로 154 (공중화장실),37.5152,127.03385,화장실
강남구보건소,서울특별시 강남구 선릉로 668 (공중화장실),37.51491,127.06055,화장실
개포4동주민센터,서울특별시 강남구 개포로38길 12 (공중화장실),37.51129,127.04808,화장실
일원본동주민센터,서울특별시 강남구 광평로 126 (공중화장실),37.5208,127.05428,화장실
수서동주민센터,서울특별시 강남구 광평로 301-4 (공중화장실),37.51837,127.02413,화장실
강남 경찰서,서울특별시 강남구 테헤란로 114길11 (공중화장실),37.52935,127.03561,화장실
역삼지구대,서울특별시 강남구 언주로 108길20 (공중화장실),37.49355,127.07714,화장실
논현1파출소,서울특별시 강남구 학동로169 (공중화장실),37.49196,127.0571,화장실
논현2파출소,서울특별시 강남구 학동로227 (공중화장실),37.50133,127.04372,화장실
삼성1파출소,서울특별시 강남구 영동대로112길 4 (공중화장실),37.47978,127.05117,화장실
삼성2파출소,서울특별시 강남구 봉은사로 440 (공중화장실),37.49242,127.08337,화장실
청담파출소,서울특별시 강남구 학동로95길19 (공중화장실),37.46525,127.1101,화장실
신사파출소,서울특별시 강남구 도산대로 143 (공중화장실),37.4651,127.10718,화장실
압구정 파출소,서울특별시 강남구 압구정로 311 (공중화장실),37.53062,127.03065,화장실
수서경찰서,서울특별시 강남구 개포로617 (공중화장실),37.50863,127.06742,화장실
대치지구대,서울특별시 강남구 남부순환로 2907 (공중화장실),37.49215,127.07368,화장실
도곡지구대,서울특별시 강남구 언주로426 (공중화장실),37.48343,127.04708,화장실
개포파출소,서울특별시 강남구 개포로261 (공중화장실),37.47712,127.05189,화장실
