화장실명,주소-좌표,lat,lng,주소,구분
역삼노인복지센터,서울특별시 강남구 테헤란로 114길14,37.5087976190802,127.06644500469,서울특별시 강남구 도곡로27길 27,공중화장실
한국마사회 선릉지사,서울특별시 강남구 학동로 426,37.5179681611717,127.047059839521,서울특별시 강남구 테헤란로 416,공중화장실
에스알,서울특별시 강남구 삼성로 628,37.5159106576619,127.05214255205,서울특별시 강남구 광평로 281,공중화장실
한국부동산원,서울특별시 강남구 삼성로 154,37.4938879865727,127.06427241091,서울특별시 강남구 언주로79길13,공중화장실
한국토지주택공사,서울특별시 강남구 선릉로 668,37.5163196785267,127.042314793327,서울특별시 강남구 선릉로121길12,공중화장실
공무원연금관리공단,서울특별시 강남구 개포로38길 12,37.478820219626,127.051658772873,서울특별시 강남구 언주로 508,공중화장실
한국콘텐츠진흥원,서울특별시 강남구 광평로 126,37.4833790591537,127.08648285102,서울특별시 강남구 논현로 525,공중화장실
한국가스안전공사,서울특별시 강남구 광평로 301-4,37.4889030978789,127.104991103147,서울특별시 강남구 남부순환로 3183,공중화장실
한국에너지기술평가원,서울특별시 강남구 테헤란로 114길11,37.5093666837584,127.067099927292,서울특별시 강남구 테헤란로 114길14,공중화장실
강남구청,서울특별시 강남구 언주로 108길20,37.5083158851838,127.041017856636,서울특별시 강남구 학동로 426,공중화장실
삼성로별관,서울특별시 강남구 학동로169,37.5138651397213,127.02932175785,서울특별시 강남구 삼성로 628,공중화장실
강남구민회관,서울특별시 강남구 학동로227,37.5152038126855,127.033846444455,서울특별시 강남구 삼성로 154,공중화장실
강남구보건소,서울특별시 강남구 영동대로112길 4,37.5149074360264,127.060545856713,서울특별시 강남구 선릉로 668,공중화장실
개포4동주민센터,서울특별시 강남구 봉은사로 440,37.5112918546154,127.048075303971,서울특별시 강남구 개포로38길 12,공중화장실
일원본동주민센터,서울특별시 강남구 학동로95길19,37.5207979095084,127.054275568617,서울특별시 강남구 광평로 126,공중화장실
수서동주민센터,서울특별시 강남구 도산대로 143,37.5183707913463,127.024133358022,서울특별시 강남구 광평로 301-4,공중화장실
강남 경찰서,서울특별시 강남구 압구정로 311,37.5293473229076,127.035614442254,서울특별시 강남구 테헤란로 114길11,공중화장실
역삼지구대,서울특별시 강남구 개포로617,37.4935488025263,127.077143662733,서울특별시 강남구 언주로 108길20,공중화장실
논현1파출소,서울특별시 강남구 남부순환로 2907,37.4919609951887,127.057095314906,서울특별시 강남구 학동로169,공중화장실
논현2파출소,서울특별시 강남구 언주로426,37.5013327562925,127.043717717768,서울특별시 강남구 학동로227,공중화장실
삼성1파출소,서울특별시 강남구 개포로261,37.4797783863169,127.051167625269,서울특별시 강남구 영동대로112길 4,공중화장실
삼성2파출소,서울특별시 강남구 일원로3길 35,37.4924161491256,127.083373556556,서울특별시 강남구 봉은사로 440,공중화장실
청담파출소,서울특별시 강남구 헌릉로 649,37.4652491149368,127.110103696552,서울특별시 강남구 학동로95길19,공중화장실
신사파출소,서울특별시 강남구 헌릉로 621,37.4650971017445,127.107177285457,서울특별시 강남구 도산대로 143,공중화장실
압구정 파출소,서울특별시 강남구 압구정로33길 48,37.5306172350842,127.030652229884,서울특별시 강남구 압구정로 311,공중화장실
수서경찰서,서울특별시 강남구 테헤란로114길 23,37.5086270500617,127.067414708424,서울특별시 강남구 개포로617,공중화장실
대치지구대,서울특별시 강남구 개포로 607,37.4921514800351,127.073678766837,서울특별시 강남구 남부순환로 2907,공중화장실
도곡지구대,서울특별시 강남구 양재천로 199,37.483425747644,127.04708045196,서울특별시 강남구 언주로426,공중화장실
개포파출소,서울특별시 강남구 개포로28길 47,37.4771158607496,127.05188608406,서울특별시 강남구 개포로261,공중화장실
일원파출소,서울특별시 강남구 밤고개로1길 52,37.4890010498708,127.105280820161,서울특별시 강남구 일원로3길 35,공중화장실
세곡동공중화장실(기존),서울특별시 강남구 자곡로 7길 3,37.4733061524019,127.099727862691,서울특별시 강남구 헌릉로 649,공중화장실
세곡동공중화장실(신설),서울특별시 강남구 도산대로 128,37.5169719062298,127.02270573272,서울특별시 강남구 헌릉로 621,공중화장실
압구정동주민센터,서울특별시 강남구 테헤란로 114,37.4982884559713,127.030103204318,서울특별시 강남구 압구정로33길 48,공중화장실
강남운전면허시험장,서울특별시 강남구 도산대로53길 5,37.5235393856249,127.038172155595,서울특별시 강남구 테헤란로114길 23,공중화장실
일원2동주민센터,서울특별시 강남구 남부순환로 2711,37.4861377475079,127.042415921069,서울특별시 강남구 개포로 607,공중화장실
강남수도사업소,서울특별시 강남구 학동로 67길 11,37.5190987146919,127.046440886765,서울특별시 강남구 양재천로 199,공중화장실
강남구민체육관,서울특별시 강남구 언주로 172길 26,37.5272971408199,127.035755786099,서울특별시 강남구 개포로28길 47,공중화장실
강남스포츠문화센터,서울특별시 강남구 영동대로 57길 7,37.4999549428543,127.06697683168,서울특별시 강남구 밤고개로1길 52,공중화장실
못골한옥어린이도서관화장실,서울특별시 강남대로120길 33,37.5084895751287,127.026222910697,서울특별시 강남구 자곡로 7길 3,공중화장실
국민연금공단,서울특별시 선릉로108길 27,37.5103126002296,127.04637956875,서울특별시 강남구 도산대로 128,공중화장실
삼성세무서,서울특별시 개포로22길87,37.4758166247606,127.052045721323,"서울특별시 강남구 테헤란로 114, 5층,6층",공중화장실
압구정노인복지센터,서울특별시 남부순환로363길 19,37.4863219964306,127.03679299115,서울특별시 강남구 도산대로53길 5,공중화장실
매봉산 실내배드민턴장,서울특별시 선릉로64길 33,37.4995114113359,127.054465527162,서울특별시 강남구 남부순환로 2711,공중화장실
청담평생학습관,서울특별시 개포로623-1,37.4949153612677,127.079318050631,서울특별시 강남구 학동로 67길 11,공중화장실
압구정평생학습관,서울특별시 양재대로55길 28,37.4931480982967,127.087767273125,서울특별시 강남구 언주로 172길 26,공중화장실
대치평생학습관,서울특별시 강남구 역삼로107길 20-28,37.5049562639124,127.068202973981,서울특별시 강남구 영동대로 57길 7,공중화장실
논현초교 공영노외주차장,서울특별시 강남구 압구정로 38길 7,37.5283535669383,127.032639039995,서울특별시 강남대로120길 33,공중화장실
강남웰에이징센터 공영노외주차장,서울특별시 강남구 테헤란로 629,37.5102791937918,127.066830196714,서울특별시 선릉로108길 27,공중화장실
포이초교 공영노외주차장,서울특별시 강남구 도산대로 320,37.5221428647963,127.03693433067,서울특별시 개포로22길87,공중화장실
언주초교 공영노외주차장,서울특별시 강남구 역삼로 236,37.4971302963569,127.042446564006,서울특별시 남부순환로363길 19,공중화장실
도곡초교 공영노외주차장,서울특별시 강남구 광평로31길 6,37.4849268509466,127.092841706314,서울특별시 선릉로64길 33,공중화장실
대청역 공영노외주차장,서울특별시 강남구 논현로10길 19,37.4747004805241,127.049895047376,서울특별시 개포로623-1,공중화장실
탄천2호 공영노외주차장,서울특별시 강남구 밤고개로 268,37.4704424214155,127.107194977868,서울특별시 양재대로55길 28,공중화장실
탄천공영주차장(5번입구 제방위),서울특별시 강남구 개포로 619,37.4935835113542,127.078073215365,서울특별시 강남구 역삼로107길 20-28,공중화장실
탄천주차장,서울특별시 강남구 학동로 212,37.5140669350839,127.032531583088,서울특별시 강남구 역삼로107길 20-28,공중화장실
견인보관소,서울특별시 강남구 강남대로128길 59,37.5120654214586,127.026088997835,서울특별시 강남구 역삼로107길 20-28,공중화장실
국민건강보험공단 강남북부지사,서울특별시 강남구 광평로60길 22,37.4869808423495,127.106950967914,서울특별시 강남구 압구정로 38길 7,공중화장실
강남소방서,서울특별시 강남구 개포로 605,37.4919833035471,127.073467372853,서울특별시 강남구 테헤란로 629,공중화장실
영동119안전센터,서울특별시 강남구 압구정로 161,37.5268417450645,127.027056880293,서울특별시 강남구 도산대로 320,공중화장실
역삼119안전센터,서울특별시 강남구 압구정로 128,37.5239744838924,127.022796432269,서울특별시 강남구 역삼로 236,공중화장실
수서119안전센터,서울특별시 강남구 학동로 43길 17,37.5172831299803,127.037204204847,서울특별시 강남구 광평로31길 6,공중화장실
개포119안전센터,서울특별시 강남구 남부순환로 391길 19,37.4932448144137,127.056775033534,서울특별시 강남구 논현로10길 19,공중화장실
세곡119안전센터,서울특별시 강남구 도곡로 77길 23,37.499729738243,127.05784954077,서울특별시 강남구 밤고개로 268,공중화장실
강남우체국,서울특별시 강남구 역삼로 7길 16,37.4953732068069,127.033283840382,서울특별시 강남구 개포로 619,공중화장실
논현동우체국,서울특별시 강남구 도곡로 43길 25,37.4959738258689,127.046815005151,서울특별시 강남구 학동로 212,공중화장실
논현노인종합복지관,서울특별시 강남구 자곡로 100,37.4714960885035,127.094495808084,서울특별시 강남구 강남대로128길 59,공중화장실
미미위강남세움센터,서울특별시 강남구 테헤란로 8길 36,37.496499181425,127.032028764698,서울특별시 강남구 광평로60길 22,공중화장실
강남장애인복지관,서울특별시 강남구 삼성로 3길 39,37.4841428175435,127.065349831835,서울특별시 강남구 개포로 605,공중화장실
강남관광정보센터,서울특별시 강남구 남부순환로 3104,37.4956786590374,127.071912029293,서울특별시 강남구 압구정로 161,공중화장실
신사문화센터,서울특별시 강남구 양재대로55길 14,37.4918546901643,127.088026402868,서울특별시 강남구 압구정로 128,공중화장실
논현2문화센터,서울특별시 도곡동 산31-3,37.4902651036277,127.046208074281,서울특별시 강남구 학동로 43길 17,공중화장실
대치1문화센터,서울특별시 도곡동 산179-3,37.4909825135267,127.043769127331,서울특별시 강남구 남부순환로 391길 19,공중화장실
대치4문화센터,서울특별시 강남구 개포동 139,37.482613279696,127.066133951051,서울특별시 강남구 도곡로 77길 23,공중화장실
역삼1문화센터,서울특별시 강남구 논현동 26,37.5154898793588,127.025203723398,서울특별시 강남구 역삼로 7길 16,공중화장실
역삼2문화센터,서울특별시 강남구 논현로79길 24,37.4975937599618,127.03626871276,서울특별시 강남구 도곡로 43길 25,공중화장실
자곡문화센터,서울특별시 강남구 신사동 649-9,37.5243907896015,127.035117384097,서울특별시 강남구 자곡로 100,공중화장실
푸른솔도서관,서울특별시 강남구 대치동501,37.4895710417903,127.057159870172,서울특별시 강남구 테헤란로 8길 36,공중화장실
힐링센터(개포),서울특별시 강남구 일원동621,37.4925798275855,127.082653315996,서울특별시 강남구 삼성로 3길 39,공중화장실
세텍,서울특별시 강남구 개포동 13-1,37.4955834847639,127.078603507681,서울특별시 강남구 남부순환로 3104,공중화장실
일원1동주민센터,서울특별시 강남구 일원동 732,37.4809894902532,127.078078765039,서울특별시 강남구 양재대로55길 14,공중화장실
도곡근린공원 화장실,서울특별시 개포로 509,37.4897064102708,127.068290533792,서울특별시 도곡동 산31-3,공중화장실
도곡근린공원화장실,서울특별시 강남구 일원동690,37.4899968297223,127.07745322613,서울특별시 도곡동 산179-3,공중화장실
개포근린공원,서울특별시 강남구 수서동722,37.4874224524657,127.106322924906,서울특별시 강남구 개포동 139,공중화장실
학동근린공원,서울특별시 강남구 압구정동422,37.5267155800625,127.021476587486,서울특별시 강남구 논현동 26,공중화장실
역삼근린공원화장실,서울특별시 삼성로 212,37.4996157705058,127.065915414443,서울특별시 강남구 논현로79길 24,공중화장실
도산근린공원,서울특별시 삼성로 150,37.4956953356085,127.068564672209,서울특별시 강남구 신사동 649-9,공중화장실
늘벗근린공원,서울특별시 테헤란로84길 9,37.5066040982591,127.058665090294,서울특별시 강남구 대치동501,공중화장실
대청근린공원,서울특별시 테헤란로84길 17,37.5060897562735,127.058943137034,서울특별시 강남구 일원동621,공중화장실
대진근린공원,서울특별시 테헤란로88길 10,37.5068438170208,127.059463197882,서울특별시 강남구 개포동 13-1,공중화장실
한솔근린공원,서울특별시 테헤란로88길 14,37.5065624828205,127.059721972597,서울특별시 강남구 일원동 732,공중화장실
학여울근린공원화장실,서울특별시 테헤란로 514,37.5074267999126,127.059755460388,서울특별시 개포로 509,공중화장실
늘푸린근린공원,서울특별시 테헤란로 518,37.5075910839105,127.060579419429,서울특별시 강남구 일원동690,공중화장실
탄천근린공원,서울특별시 테헤란로 522,37.5079048695184,127.061344352436,서울특별시 강남구 수서동722,공중화장실
신사근린공원,서울특별시 영동대로85길 20,37.5070283754714,127.061683727526,서울특별시 강남구 압구정동422,공중화장실
은마종합상가,서울특별시 테헤란로 534,37.5080381764122,127.06279566981,서울특별시 삼성로 212,개방화장실
은마종합상가 편의동,서울특별시 영동대로 429,37.5076352386098,127.063149564993,서울특별시 삼성로 212,개방화장실
극동교회,서울특별시 역삼로 559,37.5052417940739,127.064345817026,서울특별시 삼성로 150,개방화장실
미도종합상가,서울특별시 영동대로85길17-5,37.5067308548476,127.062386737012,서울특별시 삼성로 150,개방화장실
양지빌딩,서울특별시 역삼로84길 8,37.502962115433,127.059801889551,서울특별시 테헤란로84길 9,개방화장실
영광빌딩,서울특별시 역삼로 542,37.5039798384138,127.062343846502,서울특별시 테헤란로84길 17,개방화장실
메트로칸 오피스텔,서울특별시 삼성로64길 51,37.5011026020795,127.064461123778,서울특별시 테헤란로88길 10,개방화장실
신도빌딩,서울특별시 삼성로62길 14,37.4997400456372,127.061868400092,서울특별시 테헤란로88길 14,개방화장실
삼흥2빌딩,서울특별시 도곡로 516,37.4991812807975,127.062987853204,서울특별시 테헤란로 514,개방화장실
섬유센터,서울특별시 도곡로526,37.4995548896881,127.063898080574,서울특별시 테헤란로 518,개방화장실
홍우빌딩,서울특별시 도곡로 540,37.5002918982258,127.066535402945,서울특별시 테헤란로 522,개방화장실
대치3차 아이파크,서울특별시 영동대로 235,37.500048799955,127.067184321975,서울특별시 영동대로85길 20,개방화장실
글라스타워,서울특별시 영동대로 416,37.5065841136869,127.065326637295,서울특별시 테헤란로 534,개방화장실
세아빌딩,서울특별시 테헤란로114길 38,37.5071243239638,127.066992963064,서울특별시 영동대로 429,개방화장실
기아오토큐 대치점,서울특별시 영동대로 316,37.5026825426195,127.067161914348,서울특별시 역삼로 559,개방화장실
대한민국,서울특별시 선릉로 428,37.5033532547808,127.049875769645,서울특별시 영동대로85길17-5,개방화장실
대치동교회,서울특별시 테헤란로 418,37.5050979384459,127.052222794462,서울특별시 역삼로84길 8,개방화장실
신사에스엔지(구 신사제2빌딩),서울특별시 테헤란로 420,37.5051452726841,127.052558161135,서울특별시 역삼로 542,개방화장실
동성빌딩 강산애,서울특별시 테헤란로 70길 16,37.5044018828545,127.053296384694,서울특별시 삼성로64길 51,개방화장실
서울베다니 교회,서울특별시 테헤란로 440,37.5058149679709,127.056130956028,서울특별시 삼성로62길 14,개방화장실
삼성상가,서울특별시 삼성로85길 11,37.5045993053356,127.056186481052,서울특별시 도곡로 516,개방화장실
명가원,서울특별시 삼성로85길 25,37.5045624540469,127.055231579778,서울특별시 도곡로526,개방화장실
천주교 서울대교구 대치2동성당,서울특별시 삼성로 335,37.5014264471377,127.059074163314,서울특별시 도곡로 540,개방화장실
은마 주유소,서울특별시 선릉로 514,37.5056023729557,127.049162712328,서울특별시 영동대로 235,개방화장실
코스모타워(KT&G),서울특별시 테헤란로 407,37.505392761745,127.050109429191,서울특별시 영동대로 416,개방화장실
동일타워,서울특별시 테헤란로 409,37.5053601174069,127.050386949115,서울특별시 테헤란로114길 38,개방화장실
새마을운동중앙회,서울특별시 테헤란로 411,37.5054936224827,127.050863180985,서울특별시 영동대로 316,개방화장실
세한889타워,서울특별시 테헤란로 419,37.5058701186479,127.052180354928,서울특별시 선릉로 428,개방화장실
다봉타워빌딩,서울특별시 테헤란로 423,37.5062216594214,127.053059944282,서울특별시 테헤란로 418,개방화장실
메이플빌딩,서울특별시 테헤란로79길 13,37.5076906819644,127.054977597121,서울특별시 테헤란로 420,개방화장실
㈜동산빌딩 동산빌딩점,서울특별시 삼성로 517,37.5079854660981,127.055223583203,서울특별시 테헤란로 70길 16,개방화장실
포스코,서울특별시 테헤란로79길 6,37.5073169990254,127.055632288907,서울특별시 테헤란로 440,개방화장실
롯데캐슬상가,서울특별시 헌릉로733,37.4672833467557,127.119006000455,서울특별시 삼성로85길 11,개방화장실
충무성결교회,서울특별시 헌릉로 730,37.466556801977,127.119065437775,서울특별시 삼성로85길 25,개방화장실
센트럴 주유소,서울특별시 헌릉로 731,37.4672717183911,127.118742598267,서울특별시 삼성로 335,개방화장실
성원타워,서울특별시 헌릉로637길 12,37.4659514479342,127.109040245226,서울특별시 선릉로 514,개방화장실
이케이타워,서울특별시 헌릉로 637길 22,37.4664185212585,127.109149440993,서울특별시 테헤란로 407,개방화장실
동신빌딩,서울특별시 헌릉로571길 56-1,37.4676461930197,127.098753957559,서울특별시 테헤란로 409,개방화장실
성담빌딩,서울특별시 헌릉로570길 30,37.4631824218144,127.102956006904,서울특별시 테헤란로 411,개방화장실
삼성금융플라자,서울특별시 헌릉로569길 39-5,37.4664731534787,127.097795199832,서울특별시 테헤란로 419,개방화장실
현대타워,서울특별시 밤고개로 215,37.4749982222533,127.106869450908,서울특별시 테헤란로 423,개방화장실
송현빌딩,서울특별시 밤고개로 219,37.4747519175665,127.107033929306,서울특별시 테헤란로79길 13,개방화장실
채널리저브,서울특별시 밤고개로 120,37.4835336870413,127.104011797711,서울특별시 삼성로 517,개방화장실
제이에스타워,서울특별시 밤고개로 200,37.4764893247355,127.105339916765,서울특별시 테헤란로79길 6,개방화장실
㈜광연자동차 운전전문학원,서울특별시 자곡로 191,37.4748701486468,127.103575620444,서울특별시 헌릉로733,개방화장실
GS칼텍스㈜산성주유소,서울특별시 자곡로 192,37.4744693015664,127.103972215768,서울특별시 헌릉로 730,개방화장실
세곡주유소,서울특별시 광평로 202,37.4840308926021,127.094990086002,서울특별시 헌릉로 731,개방화장실
강남제일교회,서울특별시 밤고개로1길 10,37.4880244867416,127.101844450006,서울특별시 헌릉로637길 12,개방화장실
송파농협 세곡동지점,서울특별시 광평로 295,37.4885591040326,127.104470715166,서울특별시 헌릉로 637길 22,개방화장실
엔젤리안,서울특별시 광평로39길 3,37.4857662768639,127.097263256365,서울특별시 헌릉로571길 56-1,개방화장실
세곡해성빌딩,서울특별시 강남대로 616,37.5168560197204,127.01979818833,서울특별시 헌릉로570길 30,개방화장실
위시존 강남점,서울특별시 압구정로 108,37.5228889090644,127.020600022676,서울특별시 헌릉로569길 39-5,개방화장실
방죽주유소,서울특별시 도산대로 139,37.5182465379004,127.02371365338,서울특별시 밤고개로 215,개방화장실
강남블루지움,서울특별시 도산대로 153,37.5188658448158,127.025224654498,서울특별시 밤고개로 219,개방화장실
자곡주유소,서울특별시 압구정로 152,37.5255648913174,127.026048899405,서울특별시 밤고개로 120,개방화장실
강남복지충전소,서울특별시 압구정로 154,37.5258295895753,127.026526394126,서울특별시 밤고개로 200,개방화장실
강남푸르지오시티1차,서울특별시 압구정로 113-22,37.5247411726121,127.019644043561,서울특별시 자곡로 191,개방화장실
강남푸르지오시티2차,서울특별시 논현로 842,37.5240379714226,127.028730922791,서울특별시 자곡로 192,개방화장실
주)중앙에너비스수서지점,서울특별시 논현로 854,37.5253215967063,127.028865132152,서울특별시 광평로 202,개방화장실
수서현대벤처빌,서울특별시 동작구 장승배기로10가길 35,37.5027160069897,126.940826768444,서울특별시 밤고개로1길 10,개방화장실
사이룩스오피스텔(동관동),서울특별시 동작구 장승배기로 161,37.51252777344,126.939942092863,서울특별시 광평로 295,개방화장실
사이룩스오피스텔(서관동),서울특별시 동작구 노량진로 247,37.5145306282857,126.952430150008,서울특별시 광평로 295,개방화장실
동익아파트 상가,서울특별시 동작구 동작대로 29,37.4791357523828,126.981345854035,서울특별시 광평로39길 3,개방화장실
신사미타워,서울 동작구 노량진로 162,37.5134071445935,126.943957579056,서울특별시 강남대로 616,개방화장실
덕산빌딩,서울 동작구 상도로 403,37.4934718918359,126.956435112111,서울특별시 압구정로 108,개방화장실
제이타워,서울 동작구 동작대로 73,37.4831195026339,126.98153085422,서울특별시 도산대로 139,개방화장실
안테룸 호텔,서울 동작구 상도로 226,37.5050672804752,126.943798804885,서울특별시 도산대로 153,개방화장실
극동스포츠빌딩,서울시 동작구 현충로 131,37.5068632329668,126.968162697079,서울특별시 압구정로 152,개방화장실
㈜새서울석유,서울특별시 동작구 장승배기로28길30,37.5123012050824,126.941993604059,서울특별시 압구정로 154,개방화장실
미성(아)상가,서울특별시 동작구 장승배기로19길 48,37.5085166908373,126.937356730756,서울특별시 압구정로 113-22,개방화장실
압구정빌딩,서울특별시 동작구 상도로53길 9,37.4981013312989,126.953081097056,서울특별시 논현로 842,개방화장실
ANDAZ(지하층),서울특별시 동작구 상도로 211,37.5054680463875,126.942301201961,서울특별시 논현로 854,개방화장실
동작관악교육지원청,서울특별시 동작구 성대로2길 11,37.4991257189285,126.931404032405,서울특별시 동작구 장승배기로10가길 35,개방화장실
동작구의회,서울특별시 동작구 양녕로27길 44,37.4993746428567,126.941401181512,서울특별시 동작구 장승배기로 161,공중화장실
간이화장실_노들나루공원,서울특별시 동작구 흑석한강로 11,37.505776998109,126.966592674955,서울특별시 동작구 노량진로 247,공중화장실
노들나루공원,서울특별시 동작구 동작대로17길 28,37.4830724571566,126.978772780116,서울특별시 동작구 노량진로 247,공중화장실
"간이화장실_현충근린공원(동작동,정금)",서울특별시 동작구 동작대로29길 52,37.4887124036256,126.979252534365,서울특별시 동작구 동작대로 29,공중화장실
"간이화장실_현충근린공원(사당동,상록)",서울특별시 동작구 사당로17길 31,37.4845116500573,126.973480645412,서울특별시 동작구 동작대로 29,공중화장실
한주실업빌딩(이그잼),서울특별시 동작구 사당로16아길 6,37.4809757528847,126.971633687906,서울 동작구 노량진로 162,개방화장실
현대오일뱅크동작주유소,서울특별시 동작구 사당로2가길 219,37.4856627619896,126.966979167592,서울 동작구 상도로 403,개방화장실
현대오일뱅크사당셀프주유소개방화장실,서울특별시 동작구 여의대방로44길 20,37.5081544272176,126.926322925125,서울 동작구 동작대로 73,개방화장실
현대자동차정비,서울특별시 동작구 신대방길 72,37.4889446914963,126.910039394427,서울 동작구 상도로 226,개방화장실
블루스톤스포츠,서울특별시 동작구 여의대방로24길 76,37.4984125346813,126.924544023378,서울시 동작구 현충로 131,개방화장실
노량진1동주민센터,서울 동작구 동작대로29길 63-26,37.4883747622018,126.977587754266,서울특별시 동작구 장승배기로28길30,공중화장실
노량진2동 주민센터,서울 동작구 사당로20길 132,37.4788880398112,126.973244193959,서울특별시 동작구 장승배기로19길 48,공중화장실
상도1동 주민센터,서울특별시 동작구 장승배기로 16길 98,37.5092048805302,126.94343230139,서울특별시 동작구 상도로53길 9,공중화장실
상도2동주민센터,서울특별시 동작구 대방동길 55,37.5030254852903,126.925222696163,서울특별시 동작구 상도로 211,공중화장실
상도3동 주민센터,서울특별시 동작구 등용로 47,37.5057143938301,126.933418730301,서울특별시 동작구 성대로2길 11,공중화장실
상도4동주민센터,서울특별시 동작구 노량진로32길 79,37.5105335037456,126.956890287751,서울특별시 동작구 양녕로27길 44,공중화장실
흑석동 주민센터,서울특별시 동작구 여의대방로44길 47,37.5099263075163,126.930425296093,서울특별시 동작구 흑석한강로 11,공중화장실
사당1동 주민센터,서울특별시 동작구 동작대로35차길 7,37.4931206821289,126.976875859309,서울특별시 동작구 동작대로17길 28,공중화장실
사당2동 주민센터,서울특별시 동작구 사당로14길 20,37.4832722008475,126.971453725727,서울특별시 동작구 동작대로29길 52,공중화장실
사당3동 주민센터(임시청사),서울특별시 동작구 상도로39가길 7,37.5024977329645,126.949659307108,서울특별시 동작구 사당로17길 31,공중화장실
사당4동 주민센터,서울 동작구 여의대방로24길 29,37.4979817331068,126.922000009449,서울특별시 동작구 사당로16아길 6,공중화장실
사당5동 주민센터,서울 동작구 상도동 280,37.4924328130756,126.936978010832,서울특별시 동작구 사당로2가길 219,공중화장실
대방동주민센터,서울 동작구 상도동 산65-49,37.4980987399355,126.93841352222,서울특별시 동작구 여의대방로44길 20,공중화장실
신대방1동주민센터,서울 동작구 상도동 산57-64,37.4914940237663,126.955290679942,서울특별시 동작구 신대방길 72,공중화장실
신대방2동주민센터,서울 동작구 현충로 220,37.5030670046351,126.977937122017,서울특별시 동작구 여의대방로24길 76,공중화장실
동작샘터도서관,서울 동작구 동작동 산45-1,37.5049993776153,126.974722218999,서울 동작구 동작대로29길 63-26,공중화장실
다울작은도서관,서울 동작구 노량진동 153-18,37.5136784574228,126.946928103634,서울 동작구 사당로20길 132,공중화장실
동작어린이도서관,서울 동작구 흑석동 172-2,37.5112541386412,126.961625872489,서울특별시 동작구 장승배기로 16길 98,공중화장실
대방어린이도서관,서울 동작구 본동 126-449,37.5087592411258,126.954243797184,서울특별시 동작구 대방동길 55,공중화장실
동작종합사회복지관,서울 동작구 상도동 508,37.4946868852041,126.959430729574,서울특별시 동작구 등용로 47,공중화장실
본동종합사회복지관,서울 동작구 상도로41가길 19,37.5038779469105,126.950211077917,서울특별시 동작구 노량진로32길 79,공중화장실
대방종합사회복지관,서울 동작구 흑석동 산60-8,37.4992381790016,126.960883602871,서울특별시 동작구 여의대방로44길 47,공중화장실
동작이수사회복지관,서울 동작구 동작동 86-6,37.4991259370975,126.984274958402,서울특별시 동작구 동작대로35차길 7,공중화장실
사당종합사회복지관,서울 동작구 사당동 712-5,37.4826342673402,126.968202490063,서울특별시 동작구 사당로14길 20,공중화장실
상도종합사회복지관,서울 동작구 신대방동 702-8,37.4865258325615,126.910139873773,서울특별시 동작구 상도로39가길 7,공중화장실
참새공원 공중화장실,서울 동작구 노량진로 2,37.5122312158545,126.925769891442,서울 동작구 여의대방로24길 29,공중화장실
사자암 공중화장실,서울 동작구 노량진로 138,37.5131951474063,126.941196168807,서울 동작구 상도동 280,공중화장실
국사봉 공중화장실,서울 동작구 시흥대로 616,37.4870838318408,126.905639241172,서울 동작구 상도동 산65-49,공중화장실
상도근린공원 공중화장실,서울 동작구 현충로 101,37.5081000291855,126.965239054896,서울 동작구 상도동 산57-64,공중화장실
주차공원 공중화장실,서울 동작구 사당로 196,37.4849352560532,126.969895596347,서울 동작구 현충로 220,공중화장실
현충원 공중화장실,서울 동작구 사당로 59,37.494936328044,126.961445941667,서울 동작구 동작동 산45-1,공중화장실
사육신 공중화장실,서울 동작구 노량진로 100,37.5129692662566,126.937003162857,서울 동작구 노량진동 153-18,공중화장실
효사정 공중화장실,서울 동작구 동작대로 135,37.4887034791074,126.981970010334,서울 동작구 흑석동 172-2,공중화장실
본동 공중화장실,서울 동작구 동작대로27길 57,37.4880639303074,126.979150610035,서울 동작구 본동 126-449,공중화장실
절고개 공중화장실,서울 동작구 여의대방로 214,37.5057358255661,126.922881347334,서울 동작구 상도동 508,공중화장실
상도1동 공중화장실,서울 동작구 성대로1길 26,37.50185261446,126.934909324625,서울 동작구 상도로41가길 19,공중화장실
달마사 공중화장실,서울 동작구 상도로 74,37.4993638236521,126.928763307943,서울 동작구 흑석동 산60-8,공중화장실
이수교 공중화장실,서울 동작구 노량진로 158,37.5134328037672,126.943538374682,서울 동작구 동작동 86-6,공중화장실
사당5동 공중화장실,서울 동작구 상도로 139,37.5028629715876,126.93518145624,서울 동작구 사당동 712-5,공중화장실
도림천 공중화장실,서울 동작구 상도로 334,37.4983604973766,126.951389038225,서울 동작구 신대방동 702-8,공중화장실
CJ푸드빌빕스대방점,서울 동작구 동작대로 35,37.4796178842068,126.981357040075,서울 동작구 노량진로 2,개방화장실
KT빌딩,서울 동작구 만양로 19,37.5070717430905,126.945718197277,서울 동작구 노량진로 138,개방화장실
sk네트워크 21세기주유소,서울 동작구 여의대방로44길 22,37.508402835287,126.926469261524,서울 동작구 시흥대로 616,개방화장실
sk네트워크 흑석동주유소,서울 동작구 동작대로 141,37.4892376993356,126.982053443172,서울 동작구 현충로 101,개방화장실
거묵프리미엄상가,서울 동작구 여의대방로 2,37.4922604278711,126.90995999484,서울 동작구 사당로 196,개방화장실
금성주유소,서울 동작구 노량진로 74,37.5127577073439,126.934026655089,서울 동작구 사당로 59,개방화장실
