화장실명,주소-좌표,lat,lng,주소,구분
기독교TV멀티미디어센터,서울 동작구 장승배기로 113,37.5079478390618,126.939337275705,서울 동작구 노량진로 100,개방화장실
남성주유소,서울 동작구 흑석로 102,37.506038005044,126.960421779226,서울 동작구 동작대로 135,개방화장실
남일교회,서울 동작구 장승배기로 108,37.5071417203086,126.940241260736,서울 동작구 동작대로27길 57,개방화장실
대방주유소,서울 동작구 알마타길 6,37.5098570948466,126.924954157932,서울 동작구 여의대방로 214,개방화장실
동광교회,서울특별시 동작구 동작대로 19,37.4783088342982,126.980958500451,서울 동작구 성대로1길 26,개방화장실
동일석유(주)동주충전소,서울특별시 동작구 국사봉2나길 25,37.4969992463976,126.930008472152,서울 동작구 상도로 74,개방화장실
맥도날드(주),서울특별시 동작구 만양로3길 8,37.5078304582096,126.947262839502,서울 동작구 노량진로 158,개방화장실
믿음가득 매일주유소,서울특별시 동작구 보라매로5길 28,37.4938817761934,126.922659687269,서울 동작구 상도로 139,개방화장실
살피재주유소,서울특별시 동작구 사당로22나길 71,37.480468647816,126.973101287629,서울 동작구 상도로 334,개방화장실
삼성생명 사당빌딩,서울특별시 동작구 사당로27길 232,37.4928063309658,126.96974260811,서울 동작구 동작대로 35,개방화장실
신동아리버파크상가,서울특별시 동작구 사당로8길 9,37.4847166890579,126.969612565338,서울 동작구 만양로 19,개방화장실
열림교회,서울특별시 동작구 서달로13길 17,37.5085050946077,126.961938311514,서울 동작구 여의대방로44길 22,개방화장실
오송빌딩,서울특별시 동작구 성대로11길 67,37.5001828206786,126.933685784551,서울 동작구 동작대로 141,개방화장실
우성스포츠센터,서울특별시 동작구 여의대방로16길 53,37.4947197628832,126.916767722548,서울 동작구 여의대방로 2,개방화장실
유한양행,서울특별시 동작구 현충로 73,37.5100551187106,126.963446342285,서울 동작구 노량진로 74,개방화장실
장성빌딩,서울특별시 동작구 사당로27길 103,37.4873357052391,126.974411235209,서울 동작구 장승배기로 113,개방화장실
중앙대학교병원,서울특별시 동작구 현충로 210,37.4998236507216,126.978408414947,서울 동작구 흑석로 102,개방화장실
청화병원,서울특별시 동작구 장승배기로10길 42,37.5044455276,126.941088352368,서울 동작구 장승배기로 108,개방화장실
하늘마루타운상가,동작구 여의대방로20길33,37.494892120669,126.919491108563,서울 동작구 알마타길 6,개방화장실
한국전력 관악동작지사,서울특별시 동작구 노량진로 지하130,37.5135735646312,126.940826454376,서울특별시 동작구 동작대로 19,공중화장실
상도3동 청소년독서실,서울특별시 동작구 노량진로 지하238,37.5127787896024,126.95306410612,서울특별시 동작구 국사봉2나길 25,공중화장실
노량진1동 청소년독서실,서울특별시 동작구 현충로 지하90,37.5090853155754,126.963570097818,서울특별시 동작구 만양로3길 8,공중화장실
동작구민회관,서울특별시 동작구 현충로 지하220,37.5030670046351,126.977937122017,서울특별시 동작구 보라매로5길 28,공중화장실
동작구시설관리공단,서울특별시 동작구 사당동 1129,37.4761137739838,126.973388761113,서울특별시 동작구 보라매로5길 28,공중화장실
사당4동 청소년 독서실,서울특별시 동작구 신대방동 643-1,37.4875502276404,126.91296044203,서울특별시 동작구 사당로22나길 71,공중화장실
사당종합체육관,서울특별시 동작구 동작동 327-1,37.5028610391594,126.979985539966,서울특별시 동작구 사당로27길 232,공중화장실
사당문화회관,서울특별시 동작구 사당동 736-1,37.4880715589179,126.982278960848,서울특별시 동작구 사당로8길 9,공중화장실
흑석 청소년독서실,서울 동작구 동작대로 3,37.4768632653727,126.981595139341,서울특별시 동작구 서달로13길 17,공중화장실
상도4동 청소년독서실,서울특별시 동작구 사당동 144-4,37.485543360707,126.981886647335,서울특별시 동작구 성대로11길 67,공중화장실
상도스포츠클럽,서울특별시 동작구 사당동 산 25-33,37.4847366181348,126.971116343137,서울특별시 동작구 성대로2길 11,공중화장실
동작구민체육센터,서울특별시 동작구 상도동 514,37.4958255906939,126.954053114921,서울특별시 동작구 여의대방로16길 53,공중화장실
흑석체육센터,서울특별시 동작구 상도1동 702-1,37.5035176275604,126.947286908877,서울특별시 동작구 현충로 73,공중화장실
동작삼일수영장,서울특별시 동작구 상도동 26-20,37.5043191168216,126.938093666452,서울특별시 동작구 사당로27길 103,공중화장실
국립서울현충원 민원안내실,서울특별시 동작구 대방동 406-10,37.4996533957204,126.92770655471,서울특별시 동작구 현충로 210,공중화장실
국립서울현충원 만남의집,서울특별시 동작구 대방동 466-51,37.4992730261984,126.920336491579,서울특별시 동작구 현충로 210,공중화장실
국립서울현충원 충혼당,동작구 여의대방로10길 97,37.4924145567614,126.915400451892,서울특별시 동작구 현충로 210,공중화장실
국립서울현충원 봉안식장,서울특별시 동작구 만양로 3,37.5052358210697,126.946433058731,서울특별시 동작구 현충로 210,공중화장실
동작구청,서울특별시 동작구 매봉로6길 16,37.5083254920322,126.953767110085,서울특별시 동작구 장승배기로 161,공중화장실
동작문화복지센터,서울특별시 동작구 사당로16라길 78,37.4803017879696,126.96773156634,서울특별시 동작구 장승배기로10길 42,공중화장실
중앙화장실,서울특별시 동작구 사당로 23길 283,37.4928150818354,126.965818770818,동작구 여의대방로20길33,공중화장실
노량진역,서울특별시 동작구 성대로17길 지하 52,37.4998147845065,126.935191555088,서울특별시 동작구 노량진로 지하130,공중화장실
노들역,서울특별시 동작구 양녕로 20길 3,37.4924358472306,126.943323052216,서울특별시 동작구 노량진로 지하238,공중화장실
흑석(중앙대입구)역,서울특별시 동작구 여의대방로36길 71,37.5077519351199,126.926736140414,서울특별시 동작구 현충로 지하90,공중화장실
동작(1),서울특별시 동작구 여의대방로44길 39,37.5108534853387,126.929587790617,서울특별시 동작구 현충로 지하220,공중화장실
사당역(2),서울특별시 동작구 장승배기로19라길 51,37.5068975514499,126.935783731642,서울특별시 동작구 사당동 1129,공중화장실
신대방역(2),서울특별시 동작구 솔밭로 45-5,37.482293148345,126.962384529655,서울특별시 동작구 신대방동 643-1,공중화장실
동작역(4),서울특별시 동작구 상도로11길 7,37.5003904580472,126.929109745694,서울특별시 동작구 동작동 327-1,공중화장실
총신대입구역(4),서울특별시 동작구 남부순환로 2081,37.4770171436896,126.979851680787,서울특별시 동작구 사당동 736-1,공중화장실
사당역(4),서울특별시 동작구 노량진로32길 53,37.5116042870058,126.957219718476,서울특별시 동작구 사당동 588-4,공중화장실
이수역(7),서울시 동작구 매봉로 1,37.5054736143919,126.949967197122,서울특별시 동작구 사당동 144-4,공중화장실
남성역(7),서울시 동작구 서달로 129,37.5051202142839,126.960611023195,서울특별시 동작구 사당동 산 25-33,공중화장실
숭실대입구역(7),서울 동작구 양녕로22바길 64,37.4978848839737,126.947455522317,서울특별시 동작구 상도동 514,공중화장실
상도역(7),서울특별시 동작구 솔밭로 86,37.4840814153041,126.967350718793,서울특별시 동작구 상도1동 702-1,공중화장실
장승배기역(7),서울특별시 동작구 성대로 170,37.4987644179423,126.939840708257,서울특별시 동작구 상도동 26-20,공중화장실
